,Br11.10,Br11.18,Br11.1,Br11.2,Br11.3,Br11.4,Br11.6,Br11.8,Br11.9
PLD3,5.67333047962086,1.85824263088808,6.84119796870364,6.15095893285967,0.967774308989832,6.34288673448666,6.70973927782194,7.11689999103753,5.94687827682976
BLVRB,7.50833528175905,0,6.94087769342409,7.87364225301,6.71677810372548,7.12387953165286,5.61319428587694,6.73743715527601,5.90035193841243
JOSD2,5.16763848630326,0,6.94087769342409,4.66759304973827,0,4.91422836497748,0,3.98882215151491,0
RPS9,7.22407601358211,4.51604533994688,7.36669831690388,8.24569702128383,8.32302863459414,8.07257401349754,7.17837261638963,7.17277057901722,8.40798456730761
RPS7,6.04703718705114,3.15006770888608,6.89899820428392,6.27479693979256,5.39575865253258,5.43535560654455,6.01121459788637,5.8618841137083,6.47724050788837
CYP1B1,1.75807992347051,0,0,0,0,0,0,0,0
TMEM37,0,0,0,0,5.32871654674683,0,0,0,0
MZT2A,4.38225022710986,0,5.0793185433476,4.08088364944794,3.93897398056954,0,3.50681194739552,4.05827207503453,0
GORASP2,5.99409426261502,0,8.07948077025073,3.88748925225091,7.48975581382891,6.44296457706913,6.32283519148033,6.1592192872237,7.59131305732643
COL5A2,0,0,0,0,0,1.96912187144367,0,0,0
FN1,0,0,3.37488463660939,0,0,0,0,0,0
RPL37A,7.75633645887927,4.20979513258106,10.4244544066081,9.63290070857396,8.05399322885874,8.93461174754263,8.87289757364684,8.82763534236534,9.48681470999368
TUBA4B,0,2.83320060573328,0,0,0,0,0,0,0
FARSB,5.760450973727,0,7.7744106561194,4.40386013788609,5.84281385851269,5.95933533333399,0,6.12725652465806,6.98057204816726
CST3,4.00800436978356,7.45260047167089,5.77873028902746,4.66759304973827,5.71738392977127,4.84274379167813,0,0.834285950287708,3.5566654148697
ENTPD6,7.39036981907717,0,7.48465254351745,6.79956714065158,7.36146470335232,7.077923132346,6.3460034519053,6.26582152675827,6.7507463154004
TPX2,4.5868011524303,0,0,4.25139118580583,7.63557258287811,0,0,5.67554380706343,0
RPN2,7.85365928150095,6.25302198880018,9.2753715253599,8.45218687959827,7.09514988483308,8.9894278119549,7.69382970775077,9.3788263659362,7.93501191736333
SNAI1,0,0,0,2.65707978202499,0,0,0,0,0
AURKA,0,0,0,1.04370148673221,0,0,0,0,0
BACE2,6.73637657658296,0,8.49005330502203,6.03896533855019,6.23943689791442,6.02539521063773,6.89393879113824,6.29488649055664,8.36580016640909
CSTB,5.88199725099046,1.45966154349926,7.71932528402991,7.48650270330197,7.43502656332633,5.10960792425769,6.89393879113824,7.08397482302862,7.40391145559598
COL6A1,0.843307622681109,0,7.1094973775405,4.60604068470593,0,0,0,4.46860335515537,0
TIMP3,0,3.00031613723891,7.57607772037016,0,0,0,0,0,7.16898749771974
IFT27,3.93497491848683,0,4.8047724936185,3.39966198476817,0,0,0,3.58034341110739,0
LGALS1,2.06234119915064,5.45568028073696,0,0,0,0,0,0,0
CENPM,4.5868011524303,0,0,6.63981725109164,6.08549831888339,0,0,6.29488649055664,0
RPSA,5.95768784644829,1.45966154349926,7.84962545772699,7.63256535710621,6.00189642363128,5.89010486662563,5.98193317010962,6.91641783559537,7.10887554445314
RPL14,5.28982061595719,3.15006770888608,6.61844535650377,6.6851687637133,7.0013990476333,6.34288673448666,5.82588719241979,6.69445735095687,6.46130277635679
KLHL18,5.71754824847471,3.90722780620045,0,2.06506563084475,5.71738392977127,0,3.93120791089612,0,4.67074310798588
SPINK8,4.38225022710986,0,0,7.63256535710621,4.3303016176561,5.52941832979741,5.68763087489826,0,6.44518700899104
ASB14,0,0,2.17479231363065,4.25139118580583,0,1.2972786894223,0,0,0
PROS1,0,7.29268062222962,0,0,0,0,0,0,0
CD200,0,0,1.11884864333125,0,0,0,0,0,0
ALG1L,0.843307622681109,0,6.66915838042982,6.2346872158513,4.84392395693529,4.31827581299783,0,5.78202137350265,5.01444290431185
RPL39L,3.28329171821906,0,0,2.88148064607876,0,0,0,5.21010906606064,0
TCTEX1D2,2.52730886067184,0,6.24775846046066,5.36937509888177,0,3.28479423456461,0,5.46151511529678,0
FAM200B,2.52730886067184,0,0,4.66759304973827,4.69216743607206,4.51505197721073,0,0.834285950287708,4.14076170350031
GNPDA2,0,0,5.12847240265469,4.66759304973827,3.93897398056954,2.42571333789311,0,2.51041665824996,6.0780797179739
HELQ,0.843307622681109,3.72825448429138,3.20197113167941,3.39966198476817,0,0,0,0.834285950287708,0
C4orf3,2.87838610537646,6.00035564952332,6.70200302351255,6.01548424067287,5.29398980957923,7.55135473770975,7.12579603318428,6.12725652465806,6.29142113954378
CCNA2,0,4.34019345737389,0,0,2.27001571216642,0,0,4.787700331834,4.77757258261982
TRIM2,7.04478981280954,0,5.86826838111614,6.10719912990423,5.49081924854795,5.95933533333399,3.50681194739552,5.04884423429105,6.50859730005147
ROPN1L,0,7.02826452242414,0,0,0,0,0,0,0
RPL37,6.51623752606939,2.83320060573328,9.31572147905391,7.88664298699837,7.05423303548071,7.45875798434558,6.95548889509227,6.84942706341844,8.06724877449037
CETN3,3.39642066844677,0,0,4.40386013788609,3.74692244825783,3.81954945185343,0,0,0
RIOK2,0,0.90705921075679,0,4.99021931261378,6.14516651379141,5.57424556775266,0,4.97892776454238,0
REEP5,8.06092940477049,3.82051468109845,8.64165509378169,9.50384830544481,9.99015741565304,9.23951868998015,9.43133551912272,9.29139291830975,10.1264769983725
TRIM36,0,0,0,0,5.39575865253258,0,0,0,0
TGFBI,6.08128301151423,3.52389183682194,0,0,0,0,0,0,0
RPS14,7.88307712247128,4.81412964080472,9.67955639342672,8.86071419890898,8.27040909807409,9.21141467795114,8.6812614478481,8.49339606572396,9.71060618624338
SPARC,0,11.4448584515316,2.77793079780948,0,0,0,0,0,0
ATOX1,5.03414323195572,3.40971822989597,3.37488463660939,7.55325118226327,6.45909889746037,7.55135473770975,6.92504205939724,7.007025241581,7.42049227692603
MRPL22,5.45564211355251,0,4.8047724936185,6.42493557335843,5.52116336832044,6.62442936307891,6.9704746967964,5.93755685219747,7.63459246993133
FOXC1,2.7135004883149,0,3.00547457322004,0,0,0,0,0,0
RANBP9,5.5069349567907,0.90705921075679,3.00547457322004,6.15095893285967,5.58000154070818,4.51505197721073,3.13347161369605,3.37791392241941,5.61358338090832
TUBB,10.7872571737748,6.7401385237105,6.99489050288254,10.7380146684162,11.022968632132,7.95884425942404,0,10.7988635495511,8.56909604701311
MRPL2,4.43617049758378,0,0,5.29331020148131,5.52116336832044,6.51371523782092,0,2.86072345122316,4.21867300501996
CRISP3,0,0,0,8.39873805939447,0,0,0,8.90978293679843,0
GSTA4,4.76591880332032,0,0,0,0,0,0,0,0
CENPW,4.5868011524303,0,4.46540285174021,2.65707978202499,7.31891584547676,0,0,5.43564909518598,0
CTGF,0,4.94286405140962,10.9900768081753,0,0,10.9976194425864,0,0,11.0237217168386
ACTB,12.0185102614009,13.8607208275947,11.5294880632876,11.9498946883418,11.7042560524375,11.9921135317227,10.5157774876325,11.7296108841434,11.3359831274391
ITGB8,4.88702405920873,0,0,5.29331020148131,0,0,0,0,0
ANLN,6.31509023096936,0,0,5.33184389944241,8.22964540872684,1.2972786894223,5.11659670062274,5.48692554094126,4.87703395333824
RALA,6.24128593674496,5.56640770689325,6.43524049547988,4.16865492083614,5.45982316543531,0,4.44191560566814,0,5.94687827682976
YKT6,5.99409426261502,4.20979513258106,8.11649816603117,6.3329451340126,6.53541244033371,3.96129795912948,3.13347161369605,5.46151511529678,5.58444977682396
PPIA,8.48211142578515,6.65499373697441,8.98638218033755,9.82748733694591,8.88914305503275,9.07379977313177,9.04557968904339,9.65445278782703,9.09586305635887
IGFBP3,0,0,9.4081918599011,4.16865492083614,7.28394950322801,0,0,6.23615895125491,0
FIGNL1,4.20722869586796,0,3.91272940279308,7.70774541635739,6.37852207169761,0,5.98193317010962,6.88808753015786,0
SEC61G,5.86243742308423,3.90722780620045,7.70319240878125,6.90555698161194,6.56484233684997,7.93326177859537,6.17542230385324,7.25641651935166,7.3002135594725
DBF4,4.00800436978356,0.90705921075679,3.37488463660939,0,2.53084603244413,0,0,4.24856596241825,6.52402376898035
PNPLA8,6.21067355591978,3.72825448429138,7.4751831132837,7.15158320425942,7.45873662707721,4.98233751746731,7.07123067943468,5.40931084478543,0
SSBP1,6.67041793615409,0,8.96286055881223,7.89952761141865,7.02276538279343,6.96463124455961,6.67356676714419,7.62017280853583,6.65590642024267
TRPV6,2.7135004883149,0,0,6.54459934244938,6.94655639393289,5.28165616703326,6.92504205939724,7.18834410018249,4.77757258261982
CCDC25,4.32623619681367,0.90705921075679,3.79588063492644,4.66759304973827,0,4.31827581299783,1.1990640901276,3.75783289592179,5.25530549513003
EIF4EBP1,0.843307622681109,0,0,0,0,0,0,0,0
RPS20,7.21639224363753,5.02271799168463,9.38056056251849,8.15189523868988,7.41092031482943,7.48247027808003,6.49853124786075,7.51910958557237,7.59131305732643
LACTB2,0,0,6.29157716041467,4.25139118580583,3.26339332779042,0,0,2.51041665824996,0
UQCRB,6.0119586493746,3.00031613723891,7.71128139693604,7.88015726434235,5.95820564835564,6.66644072560514,6.79639113020575,7.24900960339704,7.46112930480382
PLEC,8.77931121126769,0,7.53108922508804,6.12924494022766,7.35305473012459,8.42436550760412,7.87198669968719,6.93500028250581,7.80212969965393
NDUFB6,6.08128301151423,2.64415968285407,7.54019985687455,7.60922556216049,7.12509352820949,7.5625223707241,7.42676541762017,7.65421664950903,8.45300572675497
TPM2,0,6.01994645401173,3.00547457322004,2.06506563084475,0,0,0,0,0
NMRK1,4.53831762090615,4.27646705410085,3.52927408359663,3.78011273527587,0,4.60421242172402,0,0,5.01444290431185
CKS2,1.75807992347051,3.28572646127337,4.30361811528956,6.35181845748375,8.26593626254733,0,6.89393879113824,5.97395500727885,0
NDUFA8,6.88917549074993,5.27181496920106,7.39710324059447,7.60922556216049,7.28394950322801,7.3339724514435,6.12273610209032,8.11577168984808,7.65575483970699
HSPA5,9.29914802785011,5.64421025882745,10.5368196458894,8.06878112474328,7.0748365126806,7.75976838664077,8.69936486356049,9.22498910181655,7.49283439317878
NTMT1,6.89880895874286,0,6.73411653402447,5.78494918105097,6.49011037917301,5.57424556775266,2.62845336166009,4.41665960727428,7.68349694278702
TUBB4B,10.275993853143,6.79801957271682,6.60113698341691,8.4781866126256,9.45650347150586,7.66968703128724,6.72749101607453,9.00519841626753,8.1189597979667
ARRDC1,7.88307712247128,4.06642891725039,7.42688058148238,6.82680349925471,7.66304727175016,8.76612901441865,6.3460034519053,8.07446370637645,7.80212969965393
CD99,8.19989125029983,9.03687767660421,6.15591417147655,7.16231423407733,7.35305473012459,6.17841158420416,6.43512599704869,6.91641783559537,7.21723567877111
MSL3,2.31347637875414,4.13989214991377,1.11884864333125,4.60604068470593,0,4.0903568110676,0,5.08257157937645,5.99195091851952
TMSB4X,6.94603439327207,11.4471214018226,8.51799051588253,8.32424591303491,6.00189642363128,0,6.14931969745784,6.23615895125491,8.539040507609
APOO,5.62771449427975,0,4.02081918446073,7.55325118226327,7.69000849575974,5.99274334272203,0,6.07794409006704,5.29181136256313
MAOA,0,0,0,0,3.26339332779042,0,0,0,0
TIMP1,0,9.13446605151423,5.54527954273669,5.2130105354435,4.46127061149664,0,0,0,0
PLP2,6.91788503633892,0,6.58361843335365,8.38963418814046,7.75528629882604,5.04737569467284,6.67356676714419,7.25641651935166,5.01444290431185
AR,0,0,0,0,0,3.81954945185343,0,0,1.97688929324989
RPL36A,5.97600589099516,3.62968872200817,5.30987769084172,5.72830127327416,4.58133335141104,3.0510663588384,0,2.04680443405476,1.97688929324989
BEX5,4.48814791069996,0,4.53996409494537,0,1.54183294072644,4.51505197721073,1.84471249713376,0.834285950287708,4.82816022366801
SLC6A14,0,0.90705921075679,0,0,0,0,0,0,0
GPC4,5.62771449427975,4.27646705410085,5.9250150315881,3.07563022327984,7.04381989470065,0,4.35322463387412,2.51041665824996,0
HMGB3,5.55646659818827,0,6.31299732333055,6.75772353500039,4.3303016176561,0,6.43512599704869,5.76134527692405,5.82762206783712
HAUS7,5.13540477230622,0,0,2.06506563084475,6.14516651379141,0,0,6.23615895125491,0
FLNA,3.59910634993852,11.6773650252774,5.12847240265469,8.80016447601466,7.32752659965975,2.42571333789311,7.31379575508293,9.71752984056551,9.08550294739363
