,Br11.10,Br11.18,Br11.1,Br11.2,Br11.3,Br11.4,Br11.6,Br11.8,Br11.9
TRAPPC5,3.69068333213451,7.23517632683001,7.92111248588711,5.96734345125375,6.3618522382298,6.53654821228317,4.75050662589372,6.62748710526465,7.3002135594725
ANGPTL4,6.31509023096936,0,0,1.04370148673221,2.7516620427869,0,0,7.73066084313327,5.32741623947319
PIN1,6.08128301151423,4.90121600996669,6.89899820428392,6.17235094843194,4.74454679916748,6.20715947668661,0,6.22109577930349,5.49334343659868
AP1M2,7.26189273990235,2.64415968285407,6.49268521522185,8.42124952900009,7.85395106964609,8.51338085935792,7.2415083613192,5.53644189151931,6.55439049794481
TMED1,6.17939750674948,2.42655883810241,5.22202442078976,6.29444123415115,6.85422653976325,6.36856452240993,5.16950351668004,4.12453173578938,0
PRKCSH,6.51623752606939,2.17020601574214,5.30987769084172,6.63981725109164,7.09514988483308,5.52941832979741,6.14931969745784,6.62748710526465,6.65590642024267
PRDX2,5.45564211355251,0,6.37541326861985,7.98058448318611,7.32752659965975,7.18296255828034,7.65725096293959,7.85296301485685,7.02461994833584
GIPC1,6.61305095229225,4.20979513258106,5.89692069590663,5.75690324670582,6.31065492540988,7.077923132346,5.06167557102188,5.40931084478543,6.11928963489296
DNAJB1,7.76689567528052,0,5.47099968859473,8.01651269687627,7.94069630191829,8.31636032524107,6.92504205939724,7.81333654672964,8.18837603309293
TPM4,7.70234904044877,11.0257602616936,4.86402071962576,7.5118966525044,6.66336171074374,8.72696099213639,3.13347161369605,8.42930521856436,8.95500625039213
DDA1,4.38225022710986,4.34019345737389,5.74760528159266,5.5436484247112,5.36262699582715,4.42001620453904,3.66256571443887,6.06112479892699,5.61358338090832
CCDC124,4.67913798597168,0,6.24775846046066,6.54459934244938,4.63781447643797,4.0903568110676,0,4.61407554130658,6.15935502675774
DDX49,6.28601999985068,0,7.72732457020758,6.03896533855019,4.3303016176561,6.14907917921512,4.75050662589372,0,2.55926093499899
POP4,6.78912826856055,1.45966154349926,5.80919795563234,4.25139118580583,6.06504762460837,3.66234102537749,0,6.23615895125491,6.29142113954378
GPI,9.05392074366143,7.03790549825351,8.850162430155,9.69518970953177,9.48564800277856,9.42532611392066,8.15382353815833,9.05701584195135,8.9464446035316
ARHGAP33,4.14382894566204,0,1.11884864333125,4.89048419696863,3.64037238185392,0,0,4.12453173578938,0
SPINT2,10.7141182408063,9.3664096972672,9.939201469097,10.5688675513715,11.3399783606503,11.4344286798592,9.94717679303606,10.5390311105514,10.2876699817125
MRPS12,6.69274089486376,0,6.87038753122428,6.8535351809361,6.90112995863859,6.85989806504348,5.95204510272603,7.05877825669841,8.36580016640909
PLD3,5.67333047962086,1.85824263088808,6.84119796870364,6.15095893285967,0.967774308989832,6.34288673448666,6.70973927782194,7.11689999103753,5.94687827682976
CEACAM5,10.5835724163295,0,6.58361843335365,3.88748925225091,0,0,0,8.21033689601467,0
CEACAM6,4.53831762090615,0,0,0,0,0,0,0.834285950287708,0
PLAUR,0.843307622681109,0,0,0,0,0,6.79639113020575,0.834285950287708,0
KCNN4,0,0,0,0,0,4.20881251001496,0,0,0
ZNF296,2.52730886067184,0,0,0,6.41129479181945,4.60421242172402,0,5.9002165776632,0.984634069889191
FTL,7.98608385751422,10.0770095683129,11.5504928785646,8.94080582968609,9.41670500104801,10.3791977285578,11.2208404801966,9.1672179116187,10.9471135682353
FCGRT,1.75807992347051,0,0,0,0,0,0,0,0
NOSIP,5.19916772310487,4.57020169182154,0,3.07563022327984,3.64037238185392,5.38591976725673,6.03991352294982,5.69747729229411,5.82762206783712
JOSD2,5.16763848630326,0,6.94087769342409,4.66759304973827,0,4.91422836497748,0,3.98882215151491,0
MYADM,7.32041038069034,6.15010332553132,6.00615743648722,8.29040574819392,9.46042359469188,7.52875673750216,7.30199659346528,8.83011941964043,7.43688469892673
YWHAQ,8.91841180755213,8.39696500327357,7.1094973775405,8.58174144978903,6.56484233684997,7.01427809643458,6.55926680951409,7.46259433158976,7.55422786653064
LAPTM4A,8.72619262498676,2.83320060573328,5.35187631308918,8.1626239563973,6.37852207169761,5.57424556775266,8.57251340418858,7.63161024882345,8.05668037080176
SDC1,7.45709309510546,0,6.41557246777729,6.21420627890992,7.84198072378167,6.36856452240993,7.21658462925979,6.84942706341844,8.57651310582415
NRBP1,5.23002261836925,6.15010332553132,1.74134691342348,6.27479693979256,5.42814648695817,4.84274379167813,7.56152844704211,6.19048923944057,5.61358338090832
LBH,0,0,4.46540285174021,0,0,0,0,0,0
LTBP1,0.843307622681109,11.3842679111775,1.11884864333125,5.81246028412237,0,4.20881251001496,5.65089260138538,4.51874170059269,3.14249360790892
CDC42EP3,2.31347637875414,4.51604533994688,3.66872714671387,0,4.26007070111535,0,5.36363056944324,5.48692554094126,6.41240513866239
CALM2,9.23594816388115,9.23637488686108,8.23344893876362,8.87709218235905,9.62663645880912,9.60619122189183,7.91134861006149,8.13599045285464,9.11890481781347
SPTBN1,7.85365928150095,0,5.54527954273669,7.79307710087492,5.95820564835564,6.58115783958488,4.04883618003845,4.82802740442056,6.95803329142256
RTN4,5.92033887756361,7.94287433089443,5.9250150315881,5.83945657307712,7.37813898946987,5.43535560654455,4.44191560566814,4.6594796353863,6.99171074379914
MCEE,3.16053114209887,0,0,4.60604068470593,4.58133335141104,0,0,4.61407554130658,0
TGOLN2,3.39642066844677,8.94763221467877,4.46540285174021,6.56091183568748,5.52116336832044,7.38518896778219,7.92679751514335,7.12501519927994,6.47724050788837
COX5B,7.34880253507491,3.9890232248091,7.38703929692554,7.2454046313543,7.14471616484499,7.38518896778219,6.43512599704869,7.32846640918973,7.26392237169988
MALL,4.84777444925032,0,0,3.98742461116933,2.94312368104972,0,0,1.35949233011302,3.14249360790892
INSIG2,4.80742708924121,3.62968872200817,6.45464399438441,0,0,5.16926634021923,1.84471249713376,5.43564909518598,0
STEAP3,5.67333047962086,0,0,7.46065375557373,4.58133335141104,7.93326177859537,5.7925452952153,7.51910958557237,1.97688929324989
RALB,0,6.25302198880018,0,5.57611217872611,3.52532104143033,0,0,0,2.55926093499899
TFCP2L1,5.55646659818827,0,6.43524049547988,5.63892708641068,0,0,0,3.37791392241941,7.10887554445314
CXCR4,0,6.77514505456854,2.17479231363065,0,0,0,0,0,0
RND3,5.71754824847471,0,7.58490948781544,6.17235094843194,6.85422653976325,4.84274379167813,0,0,6.88822403365713
PSMD14,7.64626254197544,0,0,7.46932163333782,6.8778688502775,6.46693572251838,7.17837261638963,5.99181541597399,6.85201040650675
ITGA6,5.28982061595719,2.42655883810241,0,5.1711199910248,6.16451983117734,0,0,4.82802740442056,6.09883181420956
UBE2E3,2.52730886067184,6.0957530334835,4.61086050056151,5.86595696191009,4.26007070111535,3.66234102537749,0,0,5.94687827682976
FASTKD2,6.425845242021,3.15006770888608,5.30987769084172,5.44162959941066,6.18361696253436,5.48315343552474,0,0,2.55926093499899
FN1,0,0,3.37488463660939,0,0,0,0,0,0
RPL37A,7.75633645887927,4.20979513258106,10.4244544066081,9.63290070857396,8.05399322885874,8.93461174754263,8.87289757364684,8.82763534236534,9.48681470999368
TUBA4A,6.3006283346297,11.046206088032,4.12137205243805,5.66933783661714,5.18449356901434,0,0,4.24856596241825,0
PTPRN,0,1.45966154349926,0,0,0,0,0,0,0
CHPF,0,0,1.11884864333125,0,5.71738392977127,0,0,0,4.61420758579265
FARSB,5.760450973727,0,7.7744106561194,4.40386013788609,5.84281385851269,5.95933533333399,0,6.12725652465806,6.98057204816726
CRLS1,4.0775144924767,6.82053705956655,1.11884864333125,5.75690324670582,5.79394255151046,3.66234102537749,5.68763087489826,1.35949233011302,3.14249360790892
DSTN,8.52628617145281,6.66746928139384,8.34162599327936,8.62116804238991,8.35707147341146,8.65052541746862,10.1744925285885,9.15339845643172,9.11126504754689
CST3,4.00800436978356,7.45260047167089,5.77873028902746,4.66759304973827,5.71738392977127,4.84274379167813,0,0.834285950287708,3.5566654148697
