,Br61.CTC.18,Br61.CTC.22,Br61.CTC.23,Br61.CTC.34,Br61.CTC.38,Br61.CTC.45,Br61.CTC.10,Br61.CTC.13,Br61.CTC.20,Br61.CTC.35,Br61.CTC.4,Br61.CTC.6
NBEA,0,0,0,0,1.3612414293702,0,3.02939875235858,0,0,0,0,0
MAB21L1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00445,0,0,0,0,0,0,0,0,0,0,0,0
DCLK1,4.76303352679981,7.02499695950628,4.27289952279381,0,4.83079158607764,3.48591872390098,6.03303182872512,0,2.07338377137902,0,1.38864071425221,3.68497314292479
SOHLH2,0,0,0,0,0,0,3.02939875235858,0,0,0,0,0
CCDC169-SOHLH2,0,0,2.89066238575048,0,0,3.48591872390098,5.03251337762384,0,3.40955109619043,0,0,0
LOC102723477,0,0,0,0,0,0,0,0,0,0,0,0
CCDC169,0,0,3.20934146827846,0,0,3.48591872390098,4.67607915338005,0,4.09116095734189,0,0,0
RNU6-71P,0,0,0,0,0,0,0,0,0,0,0,0
SPG20,0,0,2.22229384555422,0,0,4.02730704228031,0,4.5028236985384,0,2.00258241746694,0.855319487273501,0
SPG20OS,0,0,0,0,0,0,0,0,0,0,0,0
CCNA1,0,0,0,0,0,0,0,0,0,0,0,0
SERTM1,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723490,0,0,0,0,0,0,0,0,0,0,0,0
RFXAP,3.28060419852085,0,0,0,0,0,0,0,0,0,0,0
SMAD9,0,0,0,0,0,0,0,0,0,0,0,0
ALG5,6.55440514927271,5.82170730700242,2.22229384555422,0.914946843824564,5.15053340144642,0,5.39029301786353,4.93321301121428,4.90103768941041,0,6.17404727796199,2.98534308181042
EXOSC8,3.28060419852085,0,4.96566283833578,6.79183946528431,4.41939053959025,1.01462804851359,2.3488302965728,4.5028236985384,5.85018688906463,6.34324975374072,5.55833141110912,3.89125123473614
SUPT20H,5.83744550237536,1.77215897481878,2.48102369995585,6.75682917798138,6.13008052838179,3.02550256532648,3.93822812717646,2.78878521854311,5.52111895668665,3.46256122786937,5.90853992029929,6.91411256137366
CSNK1A1L,0,0,0.938539453487952,3.01506874952756,0,0,1.01687257116206,0,1.6503744370058,0,1.77714742959087,1.98744606600347
LINC00547,0,0,0,0,0,0,0,0,0,0,0,0
POSTN,0,0,0,0,0,0,0,0,0,0,0,0
TRPC4,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929077,0,0,0,0,0,1.01462804851359,0,0,0,0,0,0
LINC00571,0,0,0,2.84769575152111,0,0,0,0,0,0,0,0
UFM1,5.78772024246171,7.03831490265591,6.02593876064981,6.09377078355397,5.01708588621377,5.86149361937791,5.73335192083989,4.73400857767264,2.07338377137902,5.70381579651986,5.82863146239384,7.26874732412924
LOC101929121,0,0,0,0,0,0,0,0,0,0,0,0
LINC00366,0,0,0,0,0,0,0,0,0,0,0,0
FREM2,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-56P,0,0,0,0,0,0,0,0,0,0,0,0
STOML3,0,0,0,0,0,0,0,0,0,0,0,0
PROSER1,0,6.47850468799847,5.43172323227173,7.83091379779204,6.31203115484738,0,6.85343554832101,5.95593871093727,0,5.88602697249121,0.855319487273501,6.34099463637752
