,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
LINC00230B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA2P3Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA7B,0,0,0,0,0,0,0,0,0,0,0,8.53374406819766,0,0,6.34076875872631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR51T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR51A4,0,0,0,0,0,6.94541577333683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR51A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOXL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGNL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88533337994384,0,0,0,0,0,0,0,0,0,0
MSLNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67951635713667,0,0,0,0,0,0,0,0,0,0,0,0
MGC57346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF833P,0,0,0,0.77533276569841,0,0,0,0,0,0,0,0,2.6186210330242,0,7.91381571415406,0,0,0,0,0,0,0,1.49915620935584,0,0,1.17606321257009,0,0,0
PRAMEF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDLRAD2,9.17902556122249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07047094303057,0,0,0,0,0
OR2T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2T5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR14I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARL2,4.63333317086275,0,0,2.3976684741859,5.85630441534176,0,0,0,0,0,0,8.36879333795596,0,0,6.34076875872631,0,0,0,0,0,0,0,1.03130377689581,7.88884991585971,4.02592314226334,6.9738379680531,0,0,0
SRRD,9.89955875473346,4.25949802068945,0,0,1.50413050867315,6.94541577333683,0,1.08494163435955,9.94681801443526,1.91036801052915,9.13737327778172,9.55561114657428,0,10.0201362042724,6.34076875872631,4.41543340164333,0,5.8807458634218,0,0,0,0.972904584827748,0,7.23851114887772,1.25701585004217,3.62484263201936,0.470328647579054,2.32449716537784,0
VWC2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P44,1.92681716332862,0,0.767926212721523,0,0,0,0,0,0,0,0.689176506931713,1.34484369375117,0,1.25737674937938,0,0,0,0,0,0,0,0,0,0.485457433388496,0,2.25664244173703,0,0,0
LPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91381571415406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOHLH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKRX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ45340,0,0,3.34151105704846,0.77533276569841,3.2116998741224,0,0,4.4048495866169,2.27987178534254,1.07287405068531,3.51224832707308,0,1.83625290352412,4.45016204901133,0,3.75664156807322,0,0,4.88533337994384,3.37907952609912,8.02866852098733,2.95224375426375,6.90690544234365,3.1700202186558,9.06463050371388,0,8.6873704719543,0,8.4131598959232
LPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34076875872631,0,9.67775594354228,0,0,0,0,0,0,0,0,0,0,0,0
KPNA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7orf61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04582942277881,0,0,0,0,0,0,0,0,0,0,0,0,0
LPP,0,0,2.17443889281608,6.92193409857317,7.43225940931413,6.94541577333683,1.37346791594545,3.14551893506451,8.60914600692604,3.58930796128865,7.12934878083029,7.83872465697405,0,7.10097185242977,7.33184133868637,4.18666555269564,11.2615436406768,4.3439398932939,0,5.08382314298565,8.18076074096251,6.13587872450204,1.20466541559263,7.44801625417761,3.11187391903485,2.25664244173703,11.2944247017394,4.19943289590354,1.2156952551763
IGLON5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFSP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARL3,10.7435869037091,3.62592752558034,8.79825288807099,8.41420967389196,7.07753330370892,5.95707420438286,0,5.16027400543543,1.19247782045769,9.06380499728108,0,5.7787588522599,4.43072084888206,2.99150517338206,0,1.3587073609411,9.26330548750524,0,0,0,10.8924945191888,0.972904584827748,0,3.78669571884059,0,2.86749465941919,9.91661056089614,0,0
OR2T27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2T35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4A47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4C45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5H14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5H15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5K3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5K4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRMP,0,0,0,0,0,0,1.37346791594545,0,0,0.633951882286905,0,0,0,0,0,2.04582942277881,9.26330548750524,0,0,0,5.8263922383151,0,0,0,7.28527242958053,0,0,7.78236817850155,5.03301077787337
PPAPDC2,0,0,0,0,0,0,0,4.2000640580105,0,5.76886091496693,0,0,2.6186210330242,0,0,0,0,0,0,0,0,0,0,4.33638520405788,0,0,0,0,0
APOBEC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM92A1P2,0,0,0,0,0,0,0,0,0,0.633951882286905,0,0,0,0,0,0,0,0,0,0,0,0.972904584827748,0,0,0,0,0,0,0
MGC70870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB34,1.26368182533138,3.33292227538681,0,0,0,7.93955103696275,0,4.24341276312033,9.77965678450254,0,0,10.095949461786,0,0,0,0,10.2621311620522,4.3439398932939,5.86071766675293,3.37907952609912,11.2532299523136,1.54872100336129,0,0.485457433388496,13.4754846883185,1.17606321257009,0,13.8672352990588,4.55354211299976
LRCH4,0,0,0,3.63056351149479,0.939804539777269,0,0,0.642142248560006,0,0,0,0,0,0,0,1.3587073609411,0,0,0,0,0,0,1.03130377689581,5.49195783491889,0,0,0,0,5.43698991723541
LRP1,0,0,0,0,0,0,0,0,0,0,0,1.34484369375117,0,0,7.91381571415406,0,9.26330548750524,0,0,0,0,0,0,0,0,0,0,0,0
LRP2,0,0,0,0,0,0,0,0,0,9.03980483117702,0,0,4.03781116710411,1.25737674937938,0,0,8.67951635713667,0,0,0,0,0,0,0,0,0,0,0,0
LRP3,0,0,1.26642114770696,0.77533276569841,0,0,0,2.7238748736125,0,0.633951882286905,0,4.3937146364662,0,3.22398464462865,0,0,0,0,0,0,0,0,0,3.03571796579653,0,0,0,0,0
LRP4,0,0,0,0,0,0,0,0,0,0,0,0,4.24760070956901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRP6,0,0,0,2.88835616651622,6.4481943416546,5.95707420438286,0,0,0,8.14453020336083,0,1.34484369375117,1.83625290352412,3.89782766480142,0,0,7.68303075309593,4.3439398932939,0,0,0,0,0.334531230128682,5.25560504801279,0,0,0,1.22422793839013,0
HAPLN4,0,0,0,0,0,6.94541577333683,0,0,0,6.77750598910021,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
CUEDC1,0,0,0,0,2.48319449977522,0,0,0.642142248560006,0,0,0,9.51063097763942,0,2.71422935309552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRP5,0,0,0,0,0,0,0,1.69714186803903,0,0,0,3.73554536026808,0,0,7.91381571415406,0,0,4.3439398932939,0,0,0,0,0,0,0,0,0,0,0
WDFY3-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1700202186558,0,0,0,0,0
SPINK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTXN1,7.73174441759678,1.70890420617023,0,0,0,0,0,4.15537239693457,0,3.21368155324707,5.60775366239241,5.18668339368559,1.83625290352412,1.91884921017826,0,0,0,0,0,0,0,0,0,2.96356751014738,0,3.62484263201936,0,0,0
C6orf201,9.25377329817663,1.70890420617023,0,0,7.59869532654651,0,0,0,2.89282746884389,0,7.51951162488909,0,0,0,0,0,0,6.86845130762122,4.88533337994384,0,0,0,0,4.66685949367808,0,0,0,0,0
YY2,0,0,0,0,0,0,0,0,1.19247782045769,2.1079756111508,0,0,0,0,0,0,0,5.30797402978471,0,0,0,0,0,0,0,0,0,0,0
LRPAP1,0,0,7.32046114485432,7.94958359510045,7.77234488878537,0,3.93718765502533,7.23546064490438,2.27987178534254,8.48834090365294,8.36829363743266,7.31852252652456,3.49611143387096,3.22398464462865,6.34076875872631,4.51751137845952,7.68303075309593,7.60046959212697,0,9.03046645218433,2.99421434546041,0,10.4786958936646,8.16098660649652,0,0,0.470328647579054,0,1.2156952551763
LSAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68303075309593,0,0,0,1.11191956130249,0,0,0.485457433388496,0,0,0,0,0
C16orf74,2.37940797290972,0,1.26642114770696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB1D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67951635713667,0,0,0,0,0,0,0,0,0,0,0,0
LSP1,0,1.70890420617023,0,0,0,6.94541577333683,5.10473292540193,0,0,0,0,1.34484369375117,1.83625290352412,1.25737674937938,7.33184133868637,0,7.68303075309593,4.3439398932939,0,0,0,0,0.834228102129192,6.43640100186901,0,0,0.470328647579054,1.22422793839013,0
FAM45A,0,0,4.89799707038947,7.20541663116387,8.31614955266585,0,0,6.00793249421478,0,6.48042011476701,1.78636704450183,0,0,0,6.34076875872631,0,0,0,0,0,0,0,0,5.66117048183254,0,3.76510339291839,0,0,0
GTF2H5,0,0,5.35968836735272,0,8.06725194148049,7.93955103696275,1.37346791594545,0,0,9.10052379433318,2.4023239106024,0,1.83625290352412,0,0,0,0,0,0,0,1.73233892820492,0,0,0,0,0,0,1.87680482549574,1.2156952551763
LSS,0,0,0.767926212721523,4.11823098631711,6.65951428854914,0,0,2.29998129864663,0,9.31568593934974,2.56044676611863,5.69546169141182,2.6186210330242,1.25737674937938,6.34076875872631,0,8.67951635713667,4.3439398932939,0,0,0,0,7.73936620597096,8.68730755371361,1.25701585004217,6.28235082703441,8.87907198530027,1.22422793839013,0
ANKHD1-EIF4EBP3,10.7234042683861,3.86935279501855,8.35362600876565,7.97836400907619,8.69425600859886,8.52255331559204,3.60127854016856,11.0640564931119,3.65180299241686,8.70221734371703,11.4678939192554,6.1667401607633,4.03781116710411,11.2576634179175,7.91381571415406,14.7397984062933,10.4843557445515,7.08907877957023,6.43738070309256,3.91706334818991,3.3632611342563,2.27832775377154,6.5690709236275,8.69150143835411,1.25701585004217,4.90547841735851,7.03643367375011,3.84428911259862,5.52249245375395
NPSR1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POTEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485457433388496,0,0,0,0,0
LTA4H,0,0,5.92456852741096,9.26967005493717,9.35896670634636,8.26030331823165,3.93718765502533,5.83452118745903,0,8.24241216810544,3.2589832896553,0,0,9.02538010697674,8.32735682670814,1.3587073609411,7.68303075309593,4.3439398932939,0,0,0,0,0.834228102129192,7.41458032748221,1.25701585004217,0,0.470328647579054,2.32449716537784,0
LTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARNT,0,0,2.56553436178297,8.35586825831326,8.27397345926122,0,0,0.642142248560006,0,0,0,0,0,0,0,0,0,0,0,0,6.32139528109694,0,0.334531230128682,5.439727788392,0,0,0,0,10.052114940522
LTB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP4F3,0,0,0,0,5.71212873871291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTBP1,0,1.70890420617023,1.63620046225619,3.92900467080275,7.92186812785458,6.94541577333683,3.39856341087762,1.08494163435955,7.03155377862704,0,0,0,0,1.25737674937938,6.34076875872631,7.56030496959212,7.68303075309593,4.3439398932939,6.43738070309256,2.51148001502746,12.5633612624457,10.1885105209059,0,4.99105861092184,13.142475882975,0,0,1.87680482549574,1.2156952551763
LTBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26330548750524,0,0,0,0,0,0.605906972748426,0,0,1.17606321257009,10.6914840409677,0,0
LTBP3,0,0,3.00507713606351,3.71115803348329,1.90873798039785,5.95707420438286,0,3.85354420514437,0,4.30462335181999,3.06149194846571,5.24643249164972,0,3.89782766480142,0,0,0,0,0,0,0,0,2.69606506208488,2.72255691376575,0,0,1.10854125096693,0,0
LTBR,0,1.70890420617023,8.82979226136475,4.80942587223382,6.85528637532212,5.95707420438286,0,7.14691841949647,5.15814032947307,9.05035406484595,6.13333766567728,10.4232880556433,4.03781116710411,5.41677890345068,8.64838634399676,1.3587073609411,0,7.73729716635999,0,0,0,0,0,6.31117287212355,0,0,1.54948443867215,0,1.2156952551763
LTC4S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTF,1.26368182533138,3.33292227538681,9.98250255100809,6.81658450666838,9.72261731205808,0,3.39856341087762,1.08494163435955,2.27987178534254,0,0,0,0,0,8.64838634399676,0,0,11.4009052236281,9.00840377392937,4.6153125092613,1.73233892820492,1.95916362587443,0,0,0,0,0,0,0
DUOXA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
ERVFRD-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM,7.6635945729747,0,4.86358233382091,4.65500158584015,2.70257110612812,5.95707420438286,1.37346791594545,7.03418930747027,4.03785587076863,6.48042011476701,6.81314050130933,9.27274810895941,1.83625290352412,4.3553329575431,0,0,0,5.30797402978471,0,0,0,0,1.03130377689581,7.96473635684103,1.62527656915657,10.4963485695415,7.20041889573961,0,0
ARNTL,0,0,0,0,0,5.95707420438286,0,0,1.19247782045769,3.12521123574337,0,0,0,6.57835382034341,0,1.3587073609411,7.68303075309593,4.3439398932939,0,2.51148001502746,0,0.972904584827748,0.334531230128682,2.8876179145995,0,1.17606321257009,0,1.87680482549574,10.3930549481523
LUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51148001502746,0,0,0.334531230128682,0,0,0,0,0,0
LY6E,1.26368182533138,0,7.85063845847192,5.78346828983731,7.03775671507274,0,0,6.74095282443369,5.05033768599032,0.633951882286905,8.46396846147465,9.294140282388,0,6.94688735845148,0,1.3587073609411,7.68303075309593,0,0,0,0,0,0.334531230128682,9.96387010810093,3.42358632834713,12.7820536142578,6.7204178036092,1.22422793839013,1.2156952551763
LY6H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY75,0,0,3.00507713606351,0,1.50413050867315,7.93955103696275,3.93718765502533,0,0,4.59550473043682,0,0,3.12307704366113,0,8.32735682670814,0,8.67951635713667,0,0,0,0,0.972904584827748,0.605906972748426,3.94495860919808,3.32697681088972,13.2862077182246,0.470328647579054,0,1.86594004333891
LYL1,0,0,0,0,0.939804539777269,0,9.67444853071816,4.88717851362245,3.12311918185579,0,0,0,0,0,0,7.69711345639618,0,0,0,5.08382314298565,4.00874626647848,0.972904584827748,0,2.07047094303057,6.68881869997631,0,0,0,7.05802075792547
LYN,0,4.81913120450139,0.767926212721523,0,5.80982856103602,9.52059042647832,3.93718765502533,2.45553334865756,2.89282746884389,0.633951882286905,1.15362755386286,1.34484369375117,2.6186210330242,0,6.34076875872631,0,9.99933169779167,6.60788420910958,8.29969199832216,5.08382314298565,11.9634934690289,3.40978236048397,0,5.51738047337672,9.35687906412024,0,0,15.3460607234764,12.937783742358
SH2D1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYZ,2.37940797290972,2.96483714453295,0,0,6.10751748768473,8.52255331559204,13.3411046632711,1.69714186803903,0,0,0,2.02858807362061,3.79223785522667,0,0,1.3587073609411,9.67775594354228,7.60046959212697,5.86071766675293,4.86850325611425,1.11191956130249,2.53951656871727,1.74360483328574,1.13756195323953,3.59932604721328,3.8929279541001,1.10854125096693,1.22422793839013,1.2156952551763
ARR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34076875872631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TACSTD2,7.03672513918171,4.93067182886029,13.8335402354839,11.6346519220889,11.34514790472,8.26030331823165,4.63598028521974,10.2182592591053,9.70607566982178,10.4853248124857,4.98268086012584,11.3187486137945,3.49611143387096,9.66237117568749,10.4937842114213,1.3587073609411,7.68303075309593,9.18046775941049,8.01120245543777,5.08382314298565,1.73233892820492,2.95224375426375,14.3367181844809,11.9725843597177,5.18765774421623,14.7561261874721,12.0737475202392,2.66566917080501,0
TM4SF1,7.47196563072174,12.9988955654906,14.5079674638165,13.6509277742133,10.7657986664645,0,1.37346791594545,11.649927459345,7.93802325432286,0,0,0,0,0,10.783108902346,0,0,4.3439398932939,5.86071766675293,2.51148001502746,0,0.972904584827748,0.334531230128682,0.848044515947232,0,0,0,0,0
EPCAM,3.0009710203287,10.724085379314,10.9050793407885,11.3186367091291,10.3395809682787,9.25794881217742,1.37346791594545,10.8602931822951,4.03785587076863,12.1668311315865,11.73530722852,13.7704226065852,6.08408890359122,12.2692035136841,10.6456872482567,0,10.2621311620522,7.97726472471932,7.42903321757773,3.37907952609912,0,0.972904584827748,7.21126279257292,10.9906365411359,3.82833528887247,12.6321071636083,10.4612016226566,4.7931716322797,1.86594004333891
M6PR,0,0,0,4.43535916236323,9.19460156059534,5.95707420438286,2.88043178333614,1.69714186803903,3.12311918185579,9.33922929281673,9.24466572009469,9.79450588761502,2.6186210330242,5.41677890345068,0,0,0,0,0,14.7613066528993,11.7244947305155,10.527468885883,0.605906972748426,7.33460322365221,9.85711134868815,1.8152421216173,1.34579383353254,13.1038178496988,12.0316313845306
CAPRIN1,6.20664356468749,0,0.767926212721523,5.2480189777218,8.5777360534107,8.26030331823165,0,1.69714186803903,5.20916404314606,9.58084003577252,5.91645760369338,5.30380517832327,4.43072084888206,8.50758982343288,8.64838634399676,0,10.676874930551,0,0,0,0,0,1.03130377689581,7.6133435265765,3.22343058253211,13.382941750187,8.51112497135166,2.9413917072078,7.36626385293444
NBR1,6.95762211626797,1.70890420617023,9.30087190182274,8.94249546516182,6.41752658517171,9.84212562286133,1.37346791594545,5.48318042677976,3.12311918185579,8.81963219780337,7.12934878083029,2.02858807362061,4.24760070956901,10.1027358432529,10.6456872482567,3.37675125567388,11.7638711352575,5.30797402978471,0,0,11.3526804615852,12.6638316805782,0.605906972748426,7.89613627221509,12.1360789085247,5.32363654689774,0.824442068361178,3.37213404013521,12.5809520015626
FAM19A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC407835,0,0,2.56553436178297,1.94348598501391,1.50413050867315,0,6.56779860773057,0,0,2.43682268474353,2.02212438260953,4.16513165270599,0,2.71422935309552,0,0,0,0,0,0,0,5.72766370799638,0,2.43304668996183,0,0,3.73699456401956,0,1.2156952551763
MIR17HG,0,0,0,0,0.939804539777269,8.26030331823165,0,0,0,0,0,0,2.6186210330242,0,0,0,9.99933169779167,0,0,0,0,0,0,2.63235805771509,0,0,0,1.22422793839013,13.7839956030037
TNFSF12-TNFSF13,0,1.70890420617023,0,4.73427891641648,3.69348565004353,0,0,6.66327949681762,7.22989665257462,0,6.47865249888989,0,0,5.16048321018883,0,0,9.99933169779167,4.3439398932939,0,0,1.11191956130249,0,0,1.76561036054623,0,0,0,0,1.86594004333891
ARRB1,6.72901967401413,2.46942978306514,5.45522987424854,7.46565980956818,8.47723144806221,8.26030331823165,1.37346791594545,6.08144050728044,0,6.03478277199997,9.5136024565071,0,0,1.25737674937938,6.34076875872631,5.08132309496734,9.26330548750524,7.08907877957023,4.88533337994384,4.30802510407008,13.5116708125238,1.54872100336129,11.960717150505,9.66934639861745,9.59070830160296,1.8152421216173,0,6.60309040332294,12.87795511051
C2orf27B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOMO3,0,0,0,0,0,0,0,0,0,0,0,2.49059073525872,0,0,0,9.85919294308097,0,0,0,0,0,0,0,0,0,1.17606321257009,0,0,0
MAB21L1,0,0,0,0.77533276569841,0.939804539777269,0,0,0,0,2.7044513768047,2.02212438260953,3.12103758467458,0,1.25737674937938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINK14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCKS,0,0,0,0,8.6018050813701,6.94541577333683,0,1.08494163435955,0,9.08154668809888,11.0388190485158,8.19014595148438,5.63939026215146,8.16724231839029,7.91381571415406,0,8.67951635713667,0,0,0,0,0,7.64846709424973,3.94495860919808,9.60751500011132,1.17606321257009,0.470328647579054,2.9413917072078,0
FNDC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MXD1,8.67494602406478,0,0,0,0,5.95707420438286,1.37346791594545,5.82027696726997,1.19247782045769,0,0,0,0,0,0,0,0,4.3439398932939,6.43738070309256,2.51148001502746,9.67287411000436,4.70224174380657,0,0.485457433388496,10.0809797016695,0,0,3.37213404013521,8.96842239863574
MAD2L1,0,0,0,0,7.11624257213897,0,0,0.642142248560006,0,0,0,0,2.6186210330242,0,6.34076875872631,0,0,0,4.88533337994384,0,0,0,0,6.10024222876556,0.761288961885244,1.8152421216173,11.022890335473,0,0
SMAD1,2.7234076295416,1.70890420617023,5.85620005996905,0.77533276569841,9.11321481927333,7.93955103696275,0,0,7.19234975083834,0,0,0,1.83625290352412,0,0,0,7.68303075309593,5.30797402978471,5.86071766675293,2.51148001502746,10.7362605905485,0,0,0.848044515947232,0,0,0,9.76198533980315,12.7144084043447
SMAD2,0,3.86935279501855,6.95412133843754,0,7.43225940931413,8.74438518392977,4.32848567368208,9.12918742642582,3.79228202110718,2.28174858552841,5.91645760369338,9.25830837950141,3.49611143387096,0,7.33184133868637,1.3587073609411,9.67775594354228,8.27575116190981,7.42903321757773,4.86850325611425,10.8285188587617,2.76058926383798,0.334531230128682,6.81516918482861,11.3738610795601,1.17606321257009,0,1.87680482549574,12.347919783065
SMAD3,9.35293063106227,2.46942978306514,1.93027608846896,8.32738717536555,1.90873798039785,5.95707420438286,2.06414213445011,4.32638808479787,0,0,0,0,0,0,6.34076875872631,0,0,7.86226451515204,4.88533337994384,2.51148001502746,11.5732539715362,0.972904584827748,10.008056498543,6.24423164908042,0,0,2.2792485107954,0,0
SMAD4,0,0,0,0.77533276569841,5.78601685195249,8.93660970414527,0,4.32638808479787,7.84429762242507,6.90254562765582,9.36208717833699,10.9888943241264,4.03781116710411,5.16048321018883,7.33184133868637,1.3587073609411,10.4843557445515,0,0,2.51148001502746,10.1209563518021,0,0.334531230128682,4.18596777878602,0,0,0,1.22422793839013,8.74650991723902
ARRB2,0,0,0,0,0,0,2.06414213445011,0,6.80152912150866,0,0,0,0,6.53574251295144,0,0,0,0,0,3.37907952609912,0,0,2.75302418614711,3.29287793801317,0.761288961885244,0,0,0,0
SMAD5,0,0,0,0,0,5.95707420438286,0,0,0,6.3302111810926,1.78636704450183,2.02858807362061,2.6186210330242,6.0522096101526,6.34076875872631,0,0,0,0,0,8.68281763644919,0.972904584827748,0.334531230128682,6.78408656060183,0,0,0,3.54725622361148,1.86594004333891
SMAD6,0,0,0,0,0,5.95707420438286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMAD7,0,0,0,0,0,0,0,3.14551893506451,2.27987178534254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMAD9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99933169779167,0,0,0,0,0.972904584827748,0,0,0,0,0.470328647579054,0,0
