,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
BTN2A2,0,0,0,0,7.69394555074725,0,0,0,0,0,0,0.0355389857072264,0,0.0235141207908875,0,0,0,0,0,0,0,0,0,0
BTN3A2,0,0.0271144418234402,0,0,5.77676840470716,0,0,0.0282799686211424,0,0.036403513304263,0.131948086721287,0.127217741405581,0,0.0210431817244186,0.152241723873658,0.467407198176274,0.0697039603167606,0.0157595300211906,9.12632830406549,0.0248552255446942,0.17044618439129,0,196.028946076595,0.767235588035341
BTN3A3,0,0,0,0.0411763604380801,0.712008119276838,0,0,0,0,0,0,0,0,0,0,0,0,15.6403698074849,11.2109845819473,0,0,0,0.0320647756025647,0
BTRC,0,0,0,0,0.668652040676536,0,0,0,0.0355477784394018,2.22245071129311,0,0,0.0166881840056802,0,0,0,0,0.00102028242989694,0.157803202702284,0,0.00183913317786733,3.57431920506332,0,0.304650891615261
BUB1,0,0.00880358132079182,0,0,3.82701217000868,0.00562977588610282,0.0113261949363031,0.0045910036637826,0,0,0,0,0,0,0,1.14508971869749,0.0113158236305524,0,1.03066362883225,0,0,0,0,0
BUB1B,6.96084068346221,0.0593765671943921,0,0,1.06057716346008,0,0.00763905676777116,0,0,0.00797182426950758,0,0,0.00403197949862932,0,0,0,0,0,0.254471113320555,0,0.0186625809714956,20.3540224896668,0,0
BYSL,0,0,0.0484433049862151,12.8770963582636,11.771796661042,0,0.159039512165254,0,32.3195498793151,0,0,0,13.5777529410541,0,0,0,0,0,9.62667263453177,0.254964632419111,359.627197243415,0,0.0179706586396464,0
C10orf88,0,0,9.53398386277891,0,2.49316389958995,0,0.0784463582645104,0,0,0,0,0,0,0,0,0.0318514291235185,0,0,1.22692613237363,0,0.0638827348077394,0,0,0
C11orf16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520628387426302
C11orf21,0,0.0480869382614603,0,0,0,0.0615019446282652,0.309329815215636,0.0501539774993741,0,0,0.0936029521271453,0,0,61.9506619539984,0.269997753389194,35.19217019438,1.56583592623176,0,0,0,0,0,0,12.094910927408
C11orf24,0.0472977374711344,0,32.0002489010835,2.94886920715129,7.56220665087226,0,4.04727443532274,0.0349050611481623,1.83950240329568,0,0,0.0392551977548263,0,0,0.375814185107607,0.192301920510111,110.438168979272,0.0389029681344631,11.1244056231825,0,3.12058142981752,120.829653617682,0,23.7795783108161
C11orf49,6.31039904957162,0.0564204644709555,1.30940724099771,0.0585150412337142,0.279937669190283,0,0,0,0.337774639596209,0,0.0472855314537847,12.4013085847289,0.143671674786246,0.00121631172561254,0,0,0,0.0218619044278923,0.661843135720156,0.000478883574874277,0.540213482437526,0.354751782318439,0.0063793407314313,0
C11orf52,0,0,0,0,4.25727394975115,0,16.3095028721933,0.0421080062250091,0,0,0,0,0,0,0,0,0,0,37.8545784557273,0,0,0,0,0
C11orf71,0,0,0,0,1.27033539476733,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00579424549082,0,0,0,0,0
C11orf80,0,0,0,0,0,0,0,0,6.78401676530749,2.28272683004064,0,0.00845057636218064,0.0024460906260296,0,0,0,0,11.2410094026662,0.0414191847471957,0.00330207059399102,0.00754804836142522,0.367288025137647,0,0
C11orf95,0,0,0,0,19.4518766628675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420886756121012,0,0,0
C12orf29,0,0,0,0,0,0,0,0.764279413097073,0.506239113356739,0,0,0,1.09916793074685,0,0,0,0,0,0.0228648652968502,0,0,0,0.0127195779889664,0
C12orf45,8.95834303474012,0.0649702518338747,0.0318256985398337,1.15830061027598,0.506840901420108,0,0,0,0,0,0,0,0.00551477493127348,0,0,0,0,0,0.0212228702707533,0,0,0,0,0
C12orf50,0,0,0,0,0,0,0,0,0,0.00887201656600507,0,0.0155023211606871,0.00448727765393175,0,0,0,0,0,0,0.00201918215000506,0.0069233307185344,0,0.249767928878187,0
C12orf57,97.4493422431987,0.943743917588884,28.477264718042,0,20.8174305564631,49.2616649585769,66.3239323080038,14.7031483336301,1.70636051555823,53.6916199948828,16.8777262210124,0,10.0133044573398,0,0,20.9519227244407,0,348.313641987822,98.4026099627587,0.0360462394924209,0.123594613375965,186.437526366626,0,0
C12orf75,0,0,2.91154454295936,0.676095624957959,0.668592864060652,0.00141911089407288,0.00285502068779995,0.0277743630829147,0,0,0,0.00260298478088462,0,0,0.00830665882248578,0,0,0,0,0,0,0.0452534879828129,0,0
C12orf76,0,0,0,0,0.0164777086780674,0,0,0,0.18827959814741,0,0,0,0,0,0,0.0999927525132987,0,0.0133509317218098,2.47312321263183,41.1046121629852,0,0,0.129118754324506,0.731824377055999
C14orf132,0,0,1.18821955630749,3.87444224139937,5.24545613017,0,0.00840717302538129,0,1.51234867792888,0,0,0.0153300069094733,0,0,0,0,0,0,0.0819683376262843,0,0,0,0,0
C14orf28,0,0,1.06472871276705,0,0,0,0,0,0,0,57.7928416323753,0.0419332973011133,0,0,0,0,0,0,0,0,0,0,0,0.0224795466821014
C14orf39,0,0,0,0,0,0,0,0,0,0,0,0.00703055534641841,0,0,0,0,0,0,0,0,0,0,0,0
C14orf93,0,0,0,0,2.53118025922877,0,0,0,0,0,0,0,0,0,0,0,0,0.00854528570405776,0,0,0,0,0,0
C15orf39,0,0,2.6063090213021,0,0.046469810640809,0,2.11134912819022,0.0225216426856381,0.249872470510161,0,0,0,0,0,0,1.38741922669026,99.5773774987696,1.41821751971467,27.1987160840881,0,0.0452467270316223,11.8671936617032,1.28075359565677,0.0543121953239105
C15orf40,0,0,0.241109845980959,0,0,0,0,0,1.60191948400251,20.7131016600516,0,0,0,0.0119374704601325,0,4.04960717364127,0.0329516458954341,0,0.514506775796984,0,0,0.250933711794903,0,0.029016056247509
C15orf48,0,0,6.24535766489894,23.6838670985182,0,0,0,2.0879799821984,0,0,0,0,0,0,0,0,0,0.0114075005284837,3.40561491954499,0,0,0,0,0
C15orf54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1960413120417,0,0,0,0,0,0,0,16.1242152509589
C15orf61,0,0,0,0,0,0,10.0835549334579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15orf62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0504736160841,0,26.0454748236188,0,0,0
C16orf72,0.0504487120790944,0.0713920513830743,0.0373028470324981,3.76727932472459,5.83824816338909,0.0836995305583327,25.6258757579894,0.0372304358330354,0.654016675880826,0,0,0,0,0,0.0668084868094164,13.0526500211838,82.6801853933906,0.0138315611089253,1.64176914553604,9.50385888601229,0,0,0.00691898220506143,18.0838467589757
C16orf86,0,0.183660920657898,0,0,0,0,0.236287859878048,0,0,0,0,0,0,0,0,73.1059148617543,0,0,0,0,0,0,0,0
C16orf87,0,0,0,1.71087616854146,0.0444202846198345,0,0,0,0,0,0,0,0,0,0,0.221037974571567,0,0,0.0107880212989216,0,0,0,0,0.512678253274667
C16orf89,0,0,0,0,0,0,0,0,3.94384397856418,42.5330252202172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf91,0,0,114.214982817275,0,29.0662185704187,0,181.996723181009,0.185354913856004,2.05647034245564,0,0,0,0,0,0,0,0,0,3.71531287303599,0,0,0,0,0
C17orf100,0,0,0,0,0,0,0.0110788443953438,0,0,10.3590624561601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C17orf67,0,0,0,0.011373146247334,0,0.00973977659168493,0,0,0,0,0,0,0,0,0,10.5059774072723,0,0,0,0,0,0,0,0
C17orf75,0,0,0,0,0,0,0.0901695560812018,1.14765984607173,1.11515331438448,0,0,0.0164419111344062,0,0.587448463840599,0,0.263601916962609,0,0.00814719045521604,0,0.201307019398026,0.0146859024849672,0,0.0163019243704924,0
C17orf80,0,0,0,0.0637266092490818,0.137742453183668,0,0,0,0.0925817390810172,1.86188757077791,0,0,0.188340642250334,0,0,0,0,0,0.869764383932783,0,0,0,0,14.354788558495
C17orf97,0,0,0,0,0,0.033013883234293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C17orf99,0,0,0,0,0,0,0,0,0.0260378357524397,0,0,0,0,0,0,0,0,0,0,0.0825059582813055,0,0,0,0
C18orf21,0,0,0,0,13.6044573932895,0,0,0,2.47974325035335,0,0.104282766511867,0.0628401401680998,2.87395818368746,0,0,0,0,0,1.12000424096326,0,0.0561287652698236,0,0,10.8809847918898
C18orf54,0.0553971632968702,0.0130658014366687,0.0204809183756527,0.507344261200273,0,0,0,0,0,0,0,0,0.851746811485492,0,0,0,0,0,0.0136576381243707,0,0,0,0.0911718784323363,9.34140229104778
C19orf12,0,0,0,0,0,0.0135415953918335,0,0,0,0,30.0282541766761,0,0,0,0,0,0,0,1.06247542118057,0.00647044116215128,0,0,0,0.0399461491183366
C19orf18,0,0,0,0,2.62395508391318,0,0,0,0,0,0,0,0,0.0344100533857332,0,0,0,0,6.46529527702894,0,0,0,0,0
C19orf38,0,0,0,0,0,0.10992766667743,0,0,0,0,0,0,0,0,0,0,0,0,1.58348502651954,0,0,0,0,0
C19orf54,0,0,0,0,0,0,0.257515553001615,0,0.28952457097674,0.044788878993868,0.0324683326042603,0,0.0679597928019882,0,0,0,0,70.4620181853516,3.48712173929899,0,0,0,0,0
C1GALT1,0,0,0,0,1.00516143711962,0,0.00500760576495983,0.00202980228955987,0,3.99246822591586,0,0,0.155941145526818,0,0.0218543806625205,0.748228222899852,0,0,0.0366174026752833,0.015461250496711,0,0,2.31312966131696,0.00244749061954076
C1orf112,0.0223188791999136,0,0.00291230335693109,0,0,0,0,0.000968883359511371,0,0.0324271829031997,0,0,0.00252322781304631,0,0.00347724272872156,0,0.00159205757139019,0,0.668068858630665,0.112972333531783,0,0.00757740821672197,0.395410252790299,0
C1orf116,0,0,24.9545472178691,0,10.8984079184559,0,0,2.06570329456271,0,0.0673186228182388,0.317203793753059,0,0,72.9049516711747,0.0469217677837386,24.607651308725,0.0107415791031905,0.0145715311654412,0,182.029330970015,0,0,0,52.795061567408
C1orf122,0,0,58.0845796233079,0,0.930860715939405,0,57.6898480614495,9.69956647392895,0,4.25872567642138,0.140328789441524,0,1.5665258528816,0,0,0,0,130.648089379903,163.37409094903,0,0,0.147011669536408,0,0
C1orf131,0,0,0,0,7.2723493432766,0,0,0,5.65824407068788,4.23452837144172,0,0.0240230815920404,0,0,0.0766625852426235,0,0,0,2.99715551787155,0.00625802768965641,0,24.89174859196,0,0
C1orf198,0.00776618069994928,0.0109902423418016,31.491752769061,0.0984808684601302,4.25724719177708,0.0281124688072902,6.64553238433114,0.0917013038553385,18.2497017627936,0,0.481340280999377,0.0773473680923399,0.201499634506492,0,214.825534920441,5.77545278346364,0.18364428214468,0.178857803789619,6.7090289150737,28.6653639799691,0.0345433050935289,0,0.00639073591967963,45.1062205087547
C1orf35,0.161473567125306,0,3.82070330109422,0,0,0,0,0,0,0,0,0,1.86202579364662,0.059114047956259,0,6.56515062454422,0.032635141292383,0.0885426572503265,6.44918045009133,25.2991128160067,0.0798022850506499,0,0.0442918239726782,0
C1orf50,0,0,0,0,0,0,3.7877665811181,0,0,0,4.99323808860709,0,0,0,0,0,0,0.0169425890057907,0.548465399783584,0,0,0,0,0
C1orf52,0,0,0,0,2.44950744008131,0,0.425143101727279,12.9055385108244,2.49616016359185,0,0.0357355441781843,0,1.57076694882809,0,0,0,0,4.8016785972837,0.268661579089381,0,0,0,0,1.77776461503413
C1orf74,0,0,0,0,29.2774917758553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139419701907237,0,0,0,0,0
C1QL4,0,0,0,0,0,0,0,0,0,0,0,0.0875869792131644,16.2257856701484,0,0,0,0,0,0,0,0,0,0,0
C1QTNF1,0,0,0,0,0,0,0,0,1.70310265367081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1QTNF6,0,0,0,0,0,1.27049884557573,0,0,0,0,0,0,0,0,0,0,0,0,0.0582263508693709,0,0,0,0,0
C1QTNF9,0,0,0,0.0693533259353336,2.44843805334442,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37853513048186,8.44989852868156,0,0,0,0
C1QTNF9B,0,0,0,0.0832337393643716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03239281190206,21.6132219303442,0,0,0,0,0
C1R,0,0,0.532415269484648,0,5.44888184072863,0,0,0,4.37700592573538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1RL,0,0,0,0,0,0,5.63049524859164,0,0,0,0,0,0,0,0,0.0189721122533603,0,0,0,0,0,0,0,0
C20orf197,0,0,0,0,0,0,0,0,0.0301803225139662,0.0280130175172429,0,0,0,0.0161930254736054,0,0,0,0,0,0,0,0,0,22.5007473537954
C20orf96,0,0,2.58410672991092,0,0,0,15.8376461545304,0.00934453093203252,14.3331284430766,0.0240575766305501,0,0.0420364723735589,0,0,0.0335367533333535,0,0,0,0.131113325993959,0,0,0,0,0
C21orf58,0,0,0.0472165816388812,0.0224928519097692,0,0.0192625108080677,0,0,0,0.0202205891194988,0.776889885835737,0,0.0204542895136003,215.069949777216,118.86843481837,1.02276371920743,0.174229011470414,0.00875374249214527,0.0157431169263448,14.4226794366495,0,2.73343424555856,0.0525467701473784,32.189771591944
C22orf15,0,0,0.315318400606441,0,0,0,0,0.209804209144789,0,0.270071385906091,0,0,0,0,0,0,0,0,0.841076465508035,0,0,0,15.5571910803245,0.126488633021835
C22orf39,0,0,0,0,0.103624354425855,0,0.390758016284835,0.453926474940426,0.0482190351515656,0,1.01299694670961,0,2.00964525005688,0,0,0,0,0,0.00774352910855617,0,0,0,0.00646151340456486,0
C2CD2L,0,0.0218312228580874,0,8.31403012683642,4.1343746468372,0,0.028086829300321,0,0,0,0,0,0,0,0,0,0,0.0253776060943215,5.72784598835532,0,0,0,0,0.43928219254763
C2CD4A,0.0640020018597343,0,0,0,0,0,76.2071527614093,0.0944651439144302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923487010412715,0,0
C2orf27A,0,0,0,0,0.167207884811666,0,0,0,0,0.381154057872222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf42,0,0,0,0,0.847844119121351,0,0.939326212621244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf49,0,0,0,0,0,0.0195395980429127,0,0,0,6.35855201494973,0.0297383126866832,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf50,0,0,0.0922604061810697,17.8146651797924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616831147893606
C2orf68,0,0,0,0,10.2590088445612,0,11.9966385041489,0,101.310145744812,1.33632209826053,7.49487989115716,0.798813308510902,17.0749478239076,79.563976632284,0.294135837918556,80.1247668279665,0,218.616006120351,3.83312079737183,57.657314712477,0.603730293612044,0.7477913020312,710.404477667512,0.362345740573708
C2orf81,0,0,0,0,0,0,0,0,12.6910993201686,0,0,0,0,0,0,0,0,0,3.95920671554108,0,0,0,0,0
C2orf88,0,0.00550911877789729,0.00518139568669232,0.89516765552648,0.0260827819286765,0.00493221384423696,0.00283508953604352,0.518857550477249,0,0.0103550643618119,0.00214473950670952,0.00775443934221004,0.000748195964083744,0.0025653352189123,0.0371190118638587,3.38949091285037,31.4765557378594,0,0,3.15731668924359,0,0,1.99386303916924,14.363091933572
C3orf14,0,0.0207496900126931,0,1.45647428526883,8.75219082261901,0,7.63488144891914,3.62497219015747,0,1.33719727018697,0,0,0.0140901248905467,0,0,0,0,0,0,0,0,0,0,0
C3orf33,0,0,0,0.0122064458704581,0,0,0,0,0,0.010973331774293,0,0,0,0.0634317387771864,0,0.00426949655173706,0,0,0,0,0,0,0,0
C3orf35,0,0,0,0,0,0,0,0,0.384136027029295,0,0,0,0,0,0.0112963338514602,0,0,0,0,0,0,0,0,0
C3orf52,0,0,4.55824940638923,5.29736195389715,5.69063086268224,0,0,0,0.161777447074909,0.0321771231904054,0,0.00937066362935621,1.15006508289722,0,0,0.755340359065928,0.00342285784223543,0,0.00835069986909967,38.1489435208389,0,0,0.00464544080485342,10.3331605264361
C3orf62,0,0,0,0,0,0,0,0,4.72183307324604,0,0.160867880438987,0,0.0280595145747594,45.730630236991,0.0773372443994599,0,0,26.9711381525919,0,0,0,0.0421322234949757,0,0
C3orf70,0,0,0,0,2.25686888700903,0,0,0,0,0,0,0.00549156639368834,0,0.0218007384751179,1.28806660894701,0,0,0.0108845831706799,1.74220302318493,0.00429166937883708,0,0,0.00272240554317648,0
C4BPA,0,0.0175189950091213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4orf46,0,0,0,0,25.0481606627781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133697997294915,0,0,1.36934256705283,0,0
C5,0,0.0036435896348611,0,0,0,0.0116501411855819,0,0.625134712326523,0,0,0,0,0,0,0,0.00380662628028164,0,0,0,0,0,0,0,0
C5orf24,0,0,0,0,0,0,0,0.0529623147666816,0,0,0,0,0,0,0,0,0,0,0.875814629024748,0,0,7.248600995285,0,0.19158235644033
C5orf58,0,0,0,0,0.190769100419815,0,0,0,0,0,0,0,0,0.0412782166149255,0.0331818582389574,1.59293541825355,0.372212152761621,0,0,29.9957166589002,0,0,3.41240469238231,16.9452538339984
C5orf64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242171914218791,0,0.00101876459306575,0,0,0,0,0,0,0,0.00122633355547821
C6orf141,0,0,0,0,0,0,7.297771849925,0.0826286890646601,0,0,0,0,0,0,0,0.0165536354626935,0,0,0,0,0,0,0,0
C6orf201,2.11999982581653,0.00689677957632671,0,0,3.11684161873337,0,0,0.0179831020748548,0,2.75934015503898,0,0,0,0,0,0,0,0,0.439760004631085,0,0,0,0,0
C6orf226,9.97786604532693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34178925342739,0,0,0,0,0
C6orf62,0.299862718629343,0,0.665174550318085,0.457705835433106,7.10275567754517,0,0,0.184412036907671,0,0,0.0229446887671119,0,7.82819860522345,0.0182961825114008,0,1.98269727952752,0,0,0.394284111729207,0,0.0246993265153131,0.0240373840326755,9.96615782465628,48.1335166269703
C6orf89,0,0,7.81835437095507,7.38361291592297,1.68135025276301,0,0,0.107562598624674,3.55302490613464,5.21953846652164,3.69858062758969,0.0293255454975803,3.74768447870373,0,0,0,0,0.0145312064040978,5.44231450893603,0,0,0,0.0145379336050722,0
C7orf26,0,0,0.0897152915277988,17.3232261403498,0,0,1.25177615070277,0.00994901542429444,1.93168585495566,0,1.44830113882311,0,0,70.7734682783668,0,0,0,0.521161465202771,3.64940852600186,0,0.0399758038452066,2.00357924921512,0,0
C8orf58,0,0,0.368737536371671,22.4841928290076,0,0,0.100880534331586,0,209.146332494734,0,0,0.0919749887188997,0,0,0,0,0,0,0,0,0,0,0,0
C8orf82,0,0,0.987422493690778,9.72127956908044,0,0,1.89099804777954,0,64.0851578739588,43.2732386141228,0,0.246294894768881,0,0,0,0,0,0,39.6173244764535,0,0,0,0,0
C9orf116,35.3643046625725,0.0544564579335109,0,0,0.117192139577294,0,0,0.795162114805428,1.73292068228903,0,0.0530007254490726,0,0,0,0,0,0,0,0.341538909616493,0,0,0,0,0
CA1,2.29573534741472,0.0208255749623563,0.81611316190108,6.88394157124941,49.5082235617268,21.4725468686992,1.65223617228463,8.31543551483774,10.5130575533267,67.4026224630673,32.0383188896428,0.0814259373730134,66.1546608772169,0.00538749007265832,0.0259846882711643,0.0181311995628324,0.0118971043811862,0,0,0,0,0.00707804307089853,0.169538618120529,0
CA12,5.02100509926132,0.12983346091226,65.0883342109398,43.8568742236349,36.246578334245,0.0415134057844638,1.58684640064657,0.193888817411192,76.4854061878849,13.3666220036023,11.7287604253157,0.20766926655076,9.24516735910903,0,0.0110452543929638,0.0092483870284477,0.0176997661355378,0.00686019628924026,2.03571717452915,0,0,0,0.0308851749323275,0
CA14,0,0,0,0,0,0,0,0,0.0659478798973253,0,0,0,0.0309597505899607,0,1.36529335404878,0,0.0195343857103378,0,4.67046204425395,0,0,0,0,0
CA2,0.0287780755865738,0,0,0.97313895924692,4.25062075851931,0.0130215672207234,0,0.0318567190033828,19.2920973838185,45.8466095821883,0.812545729448142,0.0238846318778723,21.5428031918834,0,0.0381103818906554,10.8708427790123,1.8059570242309,0,0,9.1649492203319,0,0,5.15067788648895,8.74516064432769
CA3,0,0,0,0,0,0,0,0.135380381238142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563915383396908
CA8,0,0,0.00582754972158838,2.16536230496028,0.00800058435064809,0,0.00478296570136941,0.31213807658603,0,0,0,0,0,0,0,0,0,0,0.101038178978343,0,0,0,0,0
CAAP1,0,0,0,0,0,0,0,0,0,0,0,0.0240940657926079,0,0,0,0,0,0,0.0214715115192149,0,0,0,0,1.59301218279428
CAB39,0,0,0.00516824667777688,0,1.85190823186692,0,1.41253346770795,0,1.57380316969501,0.00885324510264717,0.725221590218479,0.0193369015762158,0.09403345237072,0.0179117755465109,0.0123416045500676,1.01616132305102,0.00282530534965887,0.105398673264983,0.330857239432244,1.13439430346668,0.0069086822958302,0,0,3.04970682007024
CAB39L,0.00372439906253937,0,0,0.00393567602426685,0.249532869486171,0,0.410238119551218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABIN1,0,0.665770837384882,0,0,1.432761363153,0.851503602773052,85.6543492057923,1.04158395622068,1.92602259685211,0,252.061660922693,3.12371771387845,0,0,40135.3692112549,1.39112305183128,2.56727748618158,0,0.695928008307488,0,0,54.9853814371481,0,0
CABLES1,0,0.005668564942708,5.04701778532983,0.00846577022779012,1.58586265602118,0,0.335471484125938,0,0.00409967798163999,0,0,0,0,0,0,0.102158147643735,0.00121436338978932,20.657761580826,0.799919792243893,0,0,0.00288988516911513,0,0.718230318628474
CABLES2,0.297415617927506,0,1.76931945091265,0,0.0411708620945697,0,18.7305347255915,0.0299302525349425,0.0276724417496577,6.13877052617702,41.0378766699497,0.11220130103997,0.0129910452939271,494.642492810812,0,0,0,0,0.659924656138039,0,0,0,0,0
CABP5,0,0,0,0,0,0,0,0,0,0,0.0236332167846879,0.113929824077222,0,0,0,14.5997872057802,8.8016949417374,0,0,0,0,0,0.0141199779063689,66.8164326262725
CABYR,0,0,0.0494737401208,2.02685731441676,0,0,0,0,0.0456528595017348,0,0,0,0,0,0,0,0,117.367593432776,8.72622877050981,0,0,0,0,0
CACHD1,0,0,0,0,0,0.00102365760194133,0.269785706831947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1A,0,0.00334615461786613,0,0,0,0,0,0,0,0,0,0.000981235008567413,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1D,0,0,0,0,0.072872009756999,0,0.565396095283534,0.0015355433175438,0,0,0,0,0,0,0,0,0,0,0,0,0.000771239361887689,0.000750570130376487,0,0
CACNA1F,0,0,0,0,2.25168459530701,0,0.145964596781384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1H,0,0,0,0,0,0,0,0,0.691589793169527,3.07705567059573,0,0,0.0105871390606986,0,0,0,0,5.02329838162942,0.744242124896751,0,0.299469217220217,0.0105979431181129,0,0
CACNA2D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276364585394397,0,0,0,0,0,0,0,0,0,0.000235702182729946
CACNB1,0,0,0,0,0,0.0282312947063725,0.0189322602780638,0.00767407560871866,0,0,0,0.069043822459334,0,0,0,5.7037766102054,117.94716208304,0,0.0307643226765207,0,0,0,0,0.0647726121593877
CACNB3,0,0,22.3424955317142,0,0.0507004747243685,0,4.57682736338549,0,1.19271749907393,0,0.022929540758419,0,0.479940518652451,0,0,0,0,80.2422580846435,0.640288685797395,0,0,0,0,0.0148142097432321
CACNG1,1.77133368538368,0,0,0,0,0,0,0,20.1949990037653,47.9771901429731,0,0.0341891835056532,0.0395853904872372,0,0,0,0,0,0,0,0,0,0,0
CACNG2,0,0,0,0,0,0,0,0,0,0,0,0.00585854191762781,0,0,0,0,0,0,0,0,0,0,0,0
CACNG5,0,0.0119681111056879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACTIN,0,0,0,0,0.712393405055667,0,0,0.575437023844859,0,0.0592587060726538,0.0859155853723619,0,0.239774365236979,0,3.9651766538552,0.0461126750637952,0,0,0.299890313041841,0,0,0.112508930767659,0.372152669390719,2.06767065010078
CAD,37.6154702101915,0.214858534711099,0.0210497043228654,8.30283330037365,9.88343309258309,0,0.362807764980958,0.0700294775011017,0.0971201279363973,0,0,0,0,0,0,0.00701476966002077,0.00575358007657162,0.0780504156727967,11.2295450426075,0,0,0.0958447043997241,0,0
CADM1,0,0,0.034988105928094,0,0,0,0,0,0.339771269844601,0,0,0,0,0,0,0,0,0.00123555008270645,0.331088103887062,0,0,0,0,0
CADPS2,0,0,0,0,0.133770241074748,0,0,0,0.308788240699649,0,0.00305546737093975,0.00220944653799985,0,0,0,0,0,0,0.00131263737165544,0,0,0,0,0
CAGE1,0,0,0,0,0.0121732252900804,0,0,0,0,0,0,0.0132700812750757,0,0.0219501406552225,0,0,0,0,0,0,0,0,0,0
CALCOCO1,0,0.0371180745619198,0.02909168102121,3.65866567379912,0.0399396760271484,0.0118682632381515,0.0716310555039079,0.164532851554726,0,0.0249171332742566,0.0541887487831973,0.0653075993852266,1.26025570973384,9.01655247485937,0.173674964279627,45.4392532601962,224.985913875573,0,0,86.5604661861477,0,0,18.7024115600006,83.5572279208482
CALD1,2.87934826330504,0.0189080481729251,0.00493979382167571,0.338860772500564,0,0,0,0,0,0,0.00306709956302647,0.00184821493423046,0,0,0.00294901664466474,2.20587569763663,0,0,0,0.000481461139385339,0,0,0,0
CALHM2,0,0,0,0,0.136745030386398,0,54.2819186248902,0.0331368115226901,0,0,0,0,0,0,0,0,0,0,0,0.0388318641255603,53.7909462274812,0,0,0
CALM1,46.8287297136042,0.363950197693316,24.1511490803433,165.554673564806,45.7538690757825,0,58.022486194281,0.332145419321773,50.4065944495889,16.0435165398077,31.4961563298414,0.0355752314856122,15.6316822719297,0,0.22705573436469,32.6527297056309,3.44359542691023,4.90058699143901,30.9104179110567,51.1558819517631,0.571963853333444,0.123696713276427,0.0176361716226413,50.5766185933123
CALML4,0.0164022302151264,0,0,0.0346653852705913,0,0,0,0,0,0,0.0225909817788326,0,0.015761803555849,0,0,0,0,0.0269820703276818,0.0242628731919353,116.983458398509,0,0.0236668324510609,0,0.0145954751516024
CAMK2B,0,0,0,0,0,0,0,0,0.527484196264605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMK2G,0,0,5.06311260402342,0,0.841057918573049,0,3.70450576877543,0.359664358533923,0.00831332027631446,0,0,0,0.854703027267021,0.0356835966725815,0,0.0210158386635166,0.00246248408688701,13.7294238628207,0.384492098517959,11.1340441956095,0.00602148019749227,0.181663236353373,0.00668407780035424,0.00361396094348101
CAMKK1,0,0,0.0161781247881717,0.0308274891919291,0,0,0,0,0.0149286804707417,0,0,0,0,0.0240296142996651,0,0,0,0,0.107883333078671,0,0,0.0105233075573406,0.756186563203137,25.4269808958388
