"Ensemble ID","Symbol","No. dataset","Direction","More details"
"ENSG00000105245","NUMBL","1","negative","More details"
"ENSG00000105255","FSD1","1","negative","More details"
"ENSG00000105278","ZFR2","1","negative","More details"
"ENSG00000105398","SULT2A1","1","negative","More details"
"ENSG00000105409","ATP1A3","1","negative","More details"
"ENSG00000105499","PLA2G4C","1","negative","More details"
"ENSG00000105613","MAST1","1","negative","More details"
"ENSG00000105641","SLC5A5","1","negative","More details"
"ENSG00000105649","RAB3A","1","negative","More details"
"ENSG00000105664","COMP","1","negative","More details"
"ENSG00000105697","HAMP","1","negative","More details"
"ENSG00000105750","ZNF85","1","negative","More details"
"ENSG00000105792","CFAP69","1","negative","More details"
"ENSG00000106069","CHN2","1","negative","More details"
"ENSG00000106258","CYP3A5","1","negative","More details"
"ENSG00000106261","ZKSCAN1","1","negative","More details"
"ENSG00000106336","FBXO24","1","negative","More details"
"ENSG00000106346","USP42","1","negative","More details"
"ENSG00000106384","MOGAT3","1","negative","More details"
"ENSG00000106477","CEP41","1","negative","More details"
"ENSG00000106560","GIMAP2","1","negative","More details"
"ENSG00000106683","LIMK1","1","negative","More details"
"ENSG00000106686","SPATA6L","1","negative","More details"
"ENSG00000106714","CNTNAP3","1","negative","More details"
"ENSG00000106829","TLE4","1","negative","More details"
"ENSG00000106948","AKNA","1","negative","More details"
"ENSG00000106992","AK1","1","negative","More details"
"ENSG00000107099","DOCK8","1","negative","More details"
"ENSG00000107796","ACTA2","1","negative","More details"
"ENSG00000107819","SFXN3","1","negative","More details"
"ENSG00000108381","ASPA","1","negative","More details"
"ENSG00000108423","TUBD1","1","negative","More details"
"ENSG00000108443","RPS6KB1","1","negative","More details"
"ENSG00000108448","TRIM16L","1","negative","More details"
"ENSG00000108599","AKAP10","1","negative","More details"
"ENSG00000108828","VAT1","1","negative","More details"
"ENSG00000108830","RND2","1","negative","More details"
"ENSG00000108848","LUC7L3","1","negative","More details"
"ENSG00000108963","DPH1","1","negative","More details"
"ENSG00000109339","MAPK10","1","negative","More details"
"ENSG00000109618","SEPSECS","1","negative","More details"
"ENSG00000109832","DDX25","1","negative","More details"
"ENSG00000109917","ZPR1","1","negative","More details"
