"Ensemble ID","Symbol","No. dataset","Direction","More details"
"ENSG00000110455","ACCS","1","negative","More details"
"ENSG00000110700","RPS13","1","negative","More details"
"ENSG00000110717","NDUFS8","1","negative","More details"
"ENSG00000111331","OAS3","1","negative","More details"
"ENSG00000111678","C12orf57","1","negative","More details"
"ENSG00000112149","CD83","1","negative","More details"
"ENSG00000115268","RPS15","1","negative","More details"
"ENSG00000118162","KPTN","1","negative","More details"
"ENSG00000123240","OPTN","1","negative","More details"
"ENSG00000123689","G0S2","1","negative","More details"
"ENSG00000125148","MT2A","1","negative","More details"
"ENSG00000126709","IFI6","1","negative","More details"
"ENSG00000129226","CD68","1","negative","More details"
"ENSG00000130255","RPL36","1","negative","More details"
"ENSG00000130429","ARPC1B","1","negative","More details"
"ENSG00000134339","SAA2","1","negative","More details"
"ENSG00000134352","IL6ST","1","negative","More details"
"ENSG00000134363","FST","1","negative","More details"
"ENSG00000134444","KIAA1468","1","negative","More details"
"ENSG00000135346","CGA","1","negative","More details"
"ENSG00000135390","ATP5MC2","1","negative","More details"
"ENSG00000137331","IER3","1","negative","More details"
"ENSG00000142089","IFITM3","1","negative","More details"
"ENSG00000142875","PRKACB","1","negative","More details"
"ENSG00000145861","C1QTNF2","1","negative","More details"
"ENSG00000145901","TNIP1","1","negative","More details"
"ENSG00000147642","SYBU","1","negative","More details"
"ENSG00000149357","LAMTOR1","1","negative","More details"
"ENSG00000149806","FAU","1","negative","More details"
"ENSG00000152137","HSPB8","1","negative","More details"
"ENSG00000154025","SLC5A10","1","negative","More details"
"ENSG00000155330","C16orf87","1","negative","More details"
"ENSG00000156482","RPL30","1","negative","More details"
"ENSG00000161677","JOSD2","1","negative","More details"
"ENSG00000162482","AKR7A3","1","negative","More details"
"ENSG00000162511","LAPTM5","1","negative","More details"
"ENSG00000163347","CLDN1","1","negative","More details"
"ENSG00000163362","INAVA","1","negative","More details"
"ENSG00000163661","PTX3","1","negative","More details"
"ENSG00000164068","RNF123","1","negative","More details"
"ENSG00000164125","FAM198B","1","negative","More details"
"ENSG00000164187","LMBRD2","1","negative","More details"
"ENSG00000164346","NSA2","1","negative","More details"
"ENSG00000164400","CSF2","1","negative","More details"
"ENSG00000164587","RPS14","1","negative","More details"
"ENSG00000164615","CAMLG","1","negative","More details"
"ENSG00000165502","RPL36AL","1","negative","More details"
"ENSG00000165949","IFI27","1","negative","More details"
"ENSG00000166225","FRS2","1","negative","More details"
"ENSG00000166278","C2","1","negative","More details"
"ENSG00000168502","MTCL1","1","negative","More details"
"ENSG00000169230","PRELID1","1","negative","More details"
