HGNC.approved.symbol,mean,total,tech,bio,p.value,FDR
UBR5,4.46106613433013,17.01269537726,15.961792796233,1.050902581027,0.394497001476714,0.999932012950346
ERCC6,0.656077840655479,4.47170929948335,3.43642775676862,1.03528154271473,0.110368190526644,0.92689807909377
MTF2,3.52994860211987,15.3744946624318,14.3455849666466,1.02890969578518,0.38532070431411,0.999932012950346
ASXL2,1.78145449565382,9.64843867203544,8.62634958375424,1.0220890882812,0.315041743975671,0.999932012950346
SIN3A,2.0859632067219,10.8798194788605,9.86903462066817,1.01078485819233,0.338591441629423,0.999932012950346
RSF1,4.99157138007214,17.4773067736287,16.4708025394695,1.00650423415919,0.401916347510973,0.999932012950346
HINFP,1.93238460316328,10.2553056972341,9.25304696478621,1.00225873244786,0.329867408073343,0.999932012950346
SP140,0.606847703719865,4.18655389842997,3.18923680791532,0.99731709051465,0.101846547895317,0.889723761995577
CUL2,0.299293667487471,2.59772428254493,1.6059802607183,0.991744021826634,0.00603469374845411,0.239112654838188
PRDM9,0.299293667487471,2.59772428254493,1.6059802607183,0.991744021826634,0.00603469374845411,0.239112654838188
UBE2T,1.13885188673856,6.75767206819603,5.77064344785406,0.987028620341968,0.243450468642394,0.999932012950346
TAF7,7.00322608358948,16.8360646063265,15.8523962204314,0.983668385895026,0.400433831346677,0.999932012950346
TEX10,2.07706249949125,10.8118777772587,9.8339448978419,0.977932879416821,0.343026608213036,0.999932012950346
HLTF,2.12767914888546,11.0056565912923,10.0304067125664,0.975249878725855,0.346343069413121,0.999932012950346
MYO1C,5.67393330587811,17.6415890213061,16.6669330125568,0.974656008749267,0.406056955858771,0.999932012950346
CBX2,2.01653637336571,10.5665142974645,9.59338579678274,0.973128500681758,0.340053459209332,0.999932012950346
TOP2B,6.4587221288193,17.3504130252848,16.3784442906013,0.9719687346835,0.404692404445134,0.999932012950346
SMARCD1,1.03944925472417,6.26355004003369,5.30327120064234,0.960278839391345,0.2308607525457,0.999932012950346
MECP2,2.40501250640013,12.006075290211,11.0493935426924,0.956681747518555,0.362443568227899,0.999932012950346
SETMAR,2.21143271830201,11.2964867032482,10.3466605134751,0.949826189773146,0.35452041770595,0.999932012950346
KDM2B,1.37152358280243,7.7867056914033,6.83796134634519,0.948744345058115,0.28638737985785,0.999932012950346
TAF5L,1.44919479109205,8.12717530318888,7.18592766488111,0.941247638307774,0.297217609402351,0.999932012950346
HMGN3,2.14638116668545,11.0342230521007,10.1015223218271,0.93270073027352,0.353715428211708,0.999932012950346
PPP4C,0.733401879863821,4.7278617110463,3.82123906419506,0.906622646851239,0.167423624707303,0.999932012950346
SATB1,0.541665519060068,3.75841466707328,2.85930849857261,0.899106168500661,0.100597574181246,0.886322856617745
RNF20,1.32844995843028,7.51233323052716,6.64318534889023,0.869147881636937,0.297431337374431,0.999932012950346
SP1,2.81216558846158,13.2746496578358,12.4065759126402,0.868073745195577,0.388049847703721,0.999932012950346
RMI1,0.709195696810748,4.56196781446172,3.70122414838444,0.860743666077277,0.172257315067895,0.999932012950346
KDM8,0.499327895462283,3.4867437224092,2.64340019667683,0.843343525732371,0.0973490799918592,0.876694839699414
CDC73,2.01447984898593,10.4267119386175,9.58515117190666,0.841560766710804,0.360591587587293,0.999932012950346
MBD5,0.564671809408921,3.81687801223311,2.97610256514867,0.840775447084444,0.125416931813149,0.962643278081551
SETD5,3.61245919417561,15.3658570382982,14.5296550634228,0.836201974875449,0.407518998653124,0.999932012950346
SUV420H2,1.54957922901887,8.43268819712206,7.62943318699335,0.803255010128705,0.334343279685502,0.999932012950346
EPC1,1.4658956835091,8.05030795391114,7.26020960501278,0.790098348898357,0.329118283504538,0.999932012950346
ELP2,2.96030370799199,13.6374501250924,12.8537308046957,0.783719320396788,0.40213061290615,0.999932012950346
BRPF3,3.42760030586154,14.8585815163808,14.1052224245383,0.75335909184251,0.414066087985693,0.999932012950346
CHD7,2.3553992342035,11.5883897351447,10.8728198554068,0.715569879737979,0.394537536339519,0.999932012950346
ACTL6A,2.93101846186198,13.4830404495896,12.7676521398174,0.71538830977212,0.409919154569282,0.999932012950346
GSTP1,1.1290685427319,6.43908803330348,5.72495077442773,0.71413725887575,0.306062999925115,0.999932012950346
ARID4B,5.78319712988998,17.368845208585,16.6578163169909,0.711028891594122,0.431128757794436,0.999932012950346
EED,0.753060341420814,4.6294197474342,3.91839727863002,0.711022468804178,0.23038540745843,0.999932012950346
VPS72,2.13090070219449,10.7407583186105,10.0426758058829,0.698082512727524,0.388762101297567,0.999932012950346
EXOSC3,0.8992835908166,5.32137657475248,4.63262253144818,0.688754043304298,0.272813844560633,0.999932012950346
TRIM16,1.19634962033408,6.71355579050675,6.03787119698531,0.675684593521439,0.324599091421855,0.999932012950346
YAF2,2.94678588129348,13.4602849077039,12.8140819551591,0.646202952544856,0.418793293306391,0.999932012950346
PRMT7,0.683860102718344,4.21744492940431,3.57517321398523,0.642271715419077,0.232627247843852,0.999932012950346
